,name,author,description,year_pub,nb_download,link
77,Guilt of the Brass Thieves,Mildred Augustine Wirt,"Mr. Gandiss and his son, Jack, ask Mr. Parker to help them stop the theft of brass from their airplane factory.  While Jack and Penny visit the factory, a piece of brass is found in the possession of Sally Barker, and she is fired.  Sally maintains that she has no idea how the brass came to be in her locker, and Penny believes her.  With Jack and Sally's help, Penny attempts to bring the real thieves to justice",1945,"12,022",https://manybooks.net/titles/wirtm3483134831.html
78,Delver Magic II: Throne of Vengeance,Jeff Inlo,"The Sphere of Ingar has been destroyed and pure magic now flows freely throughout the land of Uton. Magic casters arise, as do the dark creatures that need magic to exist in this realm. The dwarf queen, Yave, declares war on the algors, blaming the desert dwellers for the tragedy which took the life of her eldest son.  Ryson Acumen, the pure bred delver who saved the land from Ingar's sphere, attempts to intervene. Humans and elves are drawn into the war just as Uton fractures into chaos.",2009,"11,700",https://manybooks.net/titles/inlojother09delver_magic_2.html
79,Delver Magic II: Throne of Vengeance,Jeff Inlo,"The Sphere of Ingar has been destroyed and pure magic now flows freely throughout the land of Uton. Magic casters arise, as do the dark creatures that need magic to exist in this realm. The dwarf queen, Yave, declares war on the algors, blaming the desert dwellers for the tragedy which took the life of her eldest son.  Ryson Acumen, the pure bred delver who saved the land from Ingar's sphere, attempts to intervene. Humans and elves are drawn into the war just as Uton fractures into chaos.",2009,"11,700",https://manybooks.net/titles/inlojother09delver_magic_2.html
80,Dead Men Tell No Tales,E. W. Hornung,"Meeting failure in his search for wealth in the 1851 Australian gold rush, a dispirited Mr. Cole takes the next available ship back to England -- and falls in love with Eva Denison, a beautiful and accomplished young woman traveling with her exotic Portuguese step-father. After a disaster at sea Cole returns to anonymity in London... or so he thinks. Events lead to the discovery of a horrible conspiracy, and then to an adventure that may cost Cole his greatest love.",1897,"11,453",https://manybooks.net/titles/hornungeetext99dmtnt10.html
81,Dead Men Tell No Tales,E. W. Hornung,"Meeting failure in his search for wealth in the 1851 Australian gold rush, a dispirited Mr. Cole takes the next available ship back to England -- and falls in love with Eva Denison, a beautiful and accomplished young woman traveling with her exotic Portuguese step-father. After a disaster at sea Cole returns to anonymity in London... or so he thinks. Events lead to the discovery of a horrible conspiracy, and then to an adventure that may cost Cole his greatest love.",1897,"11,453",https://manybooks.net/titles/hornungeetext99dmtnt10.html
82,Delver Magic III: Balance of Fate,Jeff Inlo,"Ryson Acumen finds that his time of service to the land of Uton is not yet complete. Together with Holli Brances and Lief Woodson, they must work together once more to end a growing threat and to meet their own undeniable destinies. It is not without loss or sacrifice as they struggle to battle grotesque forces of malevolence. Under the conniving guidance of the serp Sazar, legions of dark creatures rise out of Dark Spruce Forest, and the serp turns his lustful eyes eastward. Targeting the outposts and farmlands surrounding Connel, the serp forms a dark army to bring terror to all those that attempt to oppose him. ",2009,"10,954",https://manybooks.net/titles/inlojother09delver_magic_3.html
83,Delver Magic III: Balance of Fate,Jeff Inlo,"Ryson Acumen finds that his time of service to the land of Uton is not yet complete. Together with Holli Brances and Lief Woodson, they must work together once more to end a growing threat and to meet their own undeniable destinies. It is not without loss or sacrifice as they struggle to battle grotesque forces of malevolence. Under the conniving guidance of the serp Sazar, legions of dark creatures rise out of Dark Spruce Forest, and the serp turns his lustful eyes eastward. Targeting the outposts and farmlands surrounding Connel, the serp forms a dark army to bring terror to all those that attempt to oppose him. ",2009,"10,954",https://manybooks.net/titles/inlojother09delver_magic_3.html
84,David and the Phoenix,Edward Ormondroyd,A tale of adventure and friendship between a young boy and a Phoenix-- a tale that begins with the boy's education in the ways of the mythological world and ends with the Phoenix's rebirth.,1957,"10,908",https://manybooks.net/titles/ormondroyde2792227922-8.html
85,David and the Phoenix,Edward Ormondroyd,A tale of adventure and friendship between a young boy and a Phoenix-- a tale that begins with the boy's education in the ways of the mythological world and ends with the Phoenix's rebirth.,1957,"10,908",https://manybooks.net/titles/ormondroyde2792227922-8.html
86,The Lost Continent,Edgar Rice Burroughs,They dared enter a forbidden hemisphere! (Original title: Beyond Thirty.),1916,"10,285",https://manybooks.net/titles/burroughseetext94lcont10.html
87,The Lost Continent,Edgar Rice Burroughs,They dared enter a forbidden hemisphere! (Original title: Beyond Thirty.),1916,"10,285",https://manybooks.net/titles/burroughseetext94lcont10.html
88,Bulldog Drummond,Herman Cyril McNeile,"Hugh ""Bulldog"" Drummond, wealthy former officer of the Loamshire Regiment, dashing and strong (but not particularly handsome), places an advertisement in The Times expressing his desire for an adventure -- which arrives in the form of a reply from a young woman concerned for her father. Blackmailers, communist conspiracy, and foreign paymasters of the arch-villain Carl Peterson are encountered and lead to more adventure than Drummond ever dreamed of!",1920,"9,901",https://manybooks.net/titles/mcneilehother08bull-dog_drummond.html
89,Bulldog Drummond,Herman Cyril McNeile,"Hugh ""Bulldog"" Drummond, wealthy former officer of the Loamshire Regiment, dashing and strong (but not particularly handsome), places an advertisement in The Times expressing his desire for an adventure -- which arrives in the form of a reply from a young woman concerned for her father. Blackmailers, communist conspiracy, and foreign paymasters of the arch-villain Carl Peterson are encountered and lead to more adventure than Drummond ever dreamed of!",1920,"9,901",https://manybooks.net/titles/mcneilehother08bull-dog_drummond.html
90,Captains Courageous,Rudyard Kipling,"The adventures of Harvey Chaney Jr., an arrogant and spoiled son of a railroad tycoon. Washed overboard from a transatlantic steamship and rescued by fishermen on the Grand Banks, Harvey cannot persuade them to take him ashore, nor convince them of his wealth. However, the captain of a passing schooner offers him a job as crew until they return to port. With no other choice, Harvey accepts, and there begins a series of trials and adventures where the boy learns to adjust to his rough new life, and takes the first steps towards becoming a man.",1897,"9,646",https://manybooks.net/titles/kiplingretext00cptcr11a.html
91,Captains Courageous,Rudyard Kipling,"The adventures of Harvey Chaney Jr., an arrogant and spoiled son of a railroad tycoon. Washed overboard from a transatlantic steamship and rescued by fishermen on the Grand Banks, Harvey cannot persuade them to take him ashore, nor convince them of his wealth. However, the captain of a passing schooner offers him a job as crew until they return to port. With no other choice, Harvey accepts, and there begins a series of trials and adventures where the boy learns to adjust to his rough new life, and takes the first steps towards becoming a man.",1897,"9,646",https://manybooks.net/titles/kiplingretext00cptcr11a.html
92,Induction,T.K. Eldridge,"They weren't supposed to exist.
Sidonie & Sinclair Boudreau were the offspring of a witch and a shifter. Such pairings usually resulted in death. Sid & Sin had not only survived, but thrived, and managed to sidestep the family legacy of supernatural policing.
The disappearance of their parents changed everything. A cryptic message, an ancient prophecy, and a mystery to uncover in order to bring their parents home puts the twins in the crosshairs of an enemy they didn't know existed.
What would you do, to save those you loved?
Fans of paranormal mysteries will love this fast-paced, five star ride!",2019,"10,268",https://manybooks.net/titles/induction
